system:index,Bins,Date,Index_Type,Week_Label,.geo
10,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=0.7856917977333069, Elevation Range=684.0-734.0}, {Mean_NDSI=0.7856917977333069, Elevation Range=734.0-784.0}, {Mean_NDSI=0.7856917977333069, Elevation Range=784.0-834.0}, {Mean_NDSI=0.7856917977333069, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2020-03-11,NDSI,Week 11: Mar 11 – Mar 17,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=0.7834253907203674, Elevation Range=684.0-734.0}, {Mean_NDSI=0.7834253907203674, Elevation Range=734.0-784.0}, {Mean_NDSI=0.7834253907203674, Elevation Range=784.0-834.0}, {Mean_NDSI=0.7834253907203674, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2020-03-18,NDSI,Week 12: Mar 18 – Mar 24,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,"[{Mean_NDSI=-9999, Elevation Range=634.0-684.0}, {Mean_NDSI=0.7799588441848755, Elevation Range=684.0-734.0}, {Mean_NDSI=0.7799588441848755, Elevation Range=734.0-784.0}, {Mean_NDSI=0.7799588441848755, Elevation Range=784.0-834.0}, {Mean_NDSI=0.7799588441848755, Elevation Range=834.0-884.0}, {Mean_NDSI=-9999, Elevation Range=884.0-934.0}, {Mean_NDSI=-9999, Elevation Range=934.0-984.0}, {Mean_NDSI=-9999, Elevation Range=984.0-1034.0}, {Mean_NDSI=-9999, Elevation Range=1034.0-1084.0}, {Mean_NDSI=-9999, Elevation Range=1084.0-1134.0}, {Mean_NDSI=-9999, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2020-03-25,NDSI,Week 13: Mar 25 – Mar 31,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,"[{Mean_NDSI=0.7963966131210327, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8051877218907274, Elevation Range=684.0-734.0}, {Mean_NDSI=0.7379004047467158, Elevation Range=734.0-784.0}, {Mean_NDSI=0.7333420940309937, Elevation Range=784.0-834.0}, {Mean_NDSI=0.7984739062217736, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8556203217119784, Elevation Range=884.0-934.0}, {Mean_NDSI=0.86540371585976, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8720425797833337, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8274572256839636, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.7802914873413418, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.7270520925521851, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2020-04-01,NDSI,Week 14: Apr 01 – Apr 07,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,"[{Mean_NDSI=0.7961730636841009, Elevation Range=634.0-684.0}, {Mean_NDSI=0.7892281794548035, Elevation Range=684.0-734.0}, {Mean_NDSI=0.7471820679339733, Elevation Range=734.0-784.0}, {Mean_NDSI=0.7256738707319969, Elevation Range=784.0-834.0}, {Mean_NDSI=0.7988450357419419, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8573419097307566, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8671400677977186, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8748682836691538, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8303394137006818, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.7830931181493013, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.7297627925872803, Elevation Range=1134.0-1184.0}, {Mean_NDSI=-9999, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2020-04-08,NDSI,Week 15: Apr 08 – Apr 14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,"[{Mean_NDSI=0.8842703994006327, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8845779166335151, Elevation Range=684.0-734.0}, {Mean_NDSI=0.8256757252328978, Elevation Range=734.0-784.0}, {Mean_NDSI=0.7828843319940867, Elevation Range=784.0-834.0}, {Mean_NDSI=0.8035415227733441, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8544258100065318, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8578311117339473, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8427144508252199, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8201033813612801, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8068093306771139, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.8081559610188453, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.8517284057374546, Elevation Range=1184.0-1234.0}, {Mean_NDSI=0.859285072870152, Elevation Range=1234.0-1284.0}, {Mean_NDSI=0.8653360114084275, Elevation Range=1284.0-1334.0}, {Mean_NDSI=0.8676071359265235, Elevation Range=1334.0-1384.0}, {Mean_NDSI=0.8643135398626327, Elevation Range=1384.0-1434.0}]",2020-04-15,NDSI,Week 16: Apr 15 – Apr 21,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,"[{Mean_NDSI=0.850048984158529, Elevation Range=634.0-684.0}, {Mean_NDSI=0.924988467390366, Elevation Range=684.0-734.0}, {Mean_NDSI=0.9147527684336123, Elevation Range=734.0-784.0}, {Mean_NDSI=0.8179428623868273, Elevation Range=784.0-834.0}, {Mean_NDSI=0.7793099511237371, Elevation Range=834.0-884.0}, {Mean_NDSI=0.7971055955620285, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8255429675704554, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8348550126977163, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8169838786125183, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8180471284444942, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.8627036213874817, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.8627036213874817, Elevation Range=1184.0-1234.0}, {Mean_NDSI=-9999, Elevation Range=1234.0-1284.0}, {Mean_NDSI=-9999, Elevation Range=1284.0-1334.0}, {Mean_NDSI=-9999, Elevation Range=1334.0-1384.0}, {Mean_NDSI=-9999, Elevation Range=1384.0-1434.0}]",2020-04-22,NDSI,Week 17: Apr 22 – Apr 28,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,"[{Mean_NDSI=0.8448946422910038, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8632959572362228, Elevation Range=684.0-734.0}, {Mean_NDSI=0.7594959318899271, Elevation Range=734.0-784.0}, {Mean_NDSI=0.7474310554314724, Elevation Range=784.0-834.0}, {Mean_NDSI=0.8248165231002005, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8380431299456501, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8351016492755324, Elevation Range=934.0-984.0}, {Mean_NDSI=0.827733620607628, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8434608884403186, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.9442418827460363, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.9651404043089761, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.9551651203256892, Elevation Range=1184.0-1234.0}, {Mean_NDSI=0.9555705785751343, Elevation Range=1234.0-1284.0}, {Mean_NDSI=0.9555705785751343, Elevation Range=1284.0-1334.0}, {Mean_NDSI=0.9488908052444458, Elevation Range=1334.0-1384.0}, {Mean_NDSI=0.9488908052444458, Elevation Range=1384.0-1434.0}]",2020-04-29,NDSI,Week 18: Apr 29 – May 05,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,"[{Mean_NDSI=0.8339583818634896, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8585651910305023, Elevation Range=684.0-734.0}, {Mean_NDSI=0.8264173389358486, Elevation Range=734.0-784.0}, {Mean_NDSI=0.7967974843877726, Elevation Range=784.0-834.0}, {Mean_NDSI=0.7824037235516769, Elevation Range=834.0-884.0}, {Mean_NDSI=0.7745325413953726, Elevation Range=884.0-934.0}, {Mean_NDSI=0.7543280232191617, Elevation Range=934.0-984.0}, {Mean_NDSI=0.7821587586532468, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8310640027564227, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8945084511269258, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.9367974029907481, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.9418173046882995, Elevation Range=1184.0-1234.0}, {Mean_NDSI=0.9458779191970825, Elevation Range=1234.0-1284.0}, {Mean_NDSI=0.9152387685245937, Elevation Range=1284.0-1334.0}, {Mean_NDSI=0.9098842600558666, Elevation Range=1334.0-1384.0}, {Mean_NDSI=0.8959650377432505, Elevation Range=1384.0-1434.0}]",2020-05-06,NDSI,Week 19: May 06 – May 12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,"[{Mean_NDSI=0.857187761835856, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8664864858388901, Elevation Range=684.0-734.0}, {Mean_NDSI=0.8401362959573109, Elevation Range=734.0-784.0}, {Mean_NDSI=0.8157550266860796, Elevation Range=784.0-834.0}, {Mean_NDSI=0.7893478993665846, Elevation Range=834.0-884.0}, {Mean_NDSI=0.7918713067921561, Elevation Range=884.0-934.0}, {Mean_NDSI=0.7835027431316433, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8148093950273334, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8253570309426383, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8528917284156174, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.8971373997674286, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.9122559556715919, Elevation Range=1184.0-1234.0}, {Mean_NDSI=0.910561831533045, Elevation Range=1234.0-1284.0}, {Mean_NDSI=0.8864362122615178, Elevation Range=1284.0-1334.0}, {Mean_NDSI=0.8940090916658703, Elevation Range=1334.0-1384.0}, {Mean_NDSI=0.8944846093654633, Elevation Range=1384.0-1434.0}]",2020-05-13,NDSI,Week 20: May 13 – May 19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,"[{Mean_NDSI=0.8520022440854818, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8540044434070587, Elevation Range=684.0-734.0}, {Mean_NDSI=0.852697350831896, Elevation Range=734.0-784.0}, {Mean_NDSI=0.8337931336021759, Elevation Range=784.0-834.0}, {Mean_NDSI=0.8090626070324838, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8243503586390891, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8106678641065149, Elevation Range=934.0-984.0}, {Mean_NDSI=0.7833946657137595, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.7816403983526364, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.7796075715612403, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.7905739298502993, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.8458041250211484, Elevation Range=1184.0-1234.0}, {Mean_NDSI=0.8542158523043573, Elevation Range=1234.0-1284.0}, {Mean_NDSI=0.8573962090412776, Elevation Range=1284.0-1334.0}, {Mean_NDSI=0.821356819805346, Elevation Range=1334.0-1384.0}, {Mean_NDSI=0.8001011624932289, Elevation Range=1384.0-1434.0}]",2020-05-20,NDSI,Week 21: May 20 – May 26,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,"[{Mean_NDSI=0.8347493389697924, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8810232992172241, Elevation Range=684.0-734.0}, {Mean_NDSI=0.8891816578990511, Elevation Range=734.0-784.0}, {Mean_NDSI=0.8799233360267915, Elevation Range=784.0-834.0}, {Mean_NDSI=0.8643262607589708, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8681350552046867, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8616332678818235, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8576656797973787, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8510334764574347, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8367403162937416, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.8462686067687977, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.8205574834478737, Elevation Range=1184.0-1234.0}, {Mean_NDSI=0.8089879781385011, Elevation Range=1234.0-1284.0}, {Mean_NDSI=0.7996469400823116, Elevation Range=1284.0-1334.0}, {Mean_NDSI=0.7717889017528958, Elevation Range=1334.0-1384.0}, {Mean_NDSI=0.7766765216986339, Elevation Range=1384.0-1434.0}]",2020-05-27,NDSI,Week 22: May 27 – Jun 02,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,"[{Mean_NDSI=0.8513661763884804, Elevation Range=634.0-684.0}, {Mean_NDSI=0.8793176177269472, Elevation Range=684.0-734.0}, {Mean_NDSI=0.8891694527650603, Elevation Range=734.0-784.0}, {Mean_NDSI=0.8881680452151539, Elevation Range=784.0-834.0}, {Mean_NDSI=0.880745575794232, Elevation Range=834.0-884.0}, {Mean_NDSI=0.8783188390221385, Elevation Range=884.0-934.0}, {Mean_NDSI=0.8706776538241643, Elevation Range=934.0-984.0}, {Mean_NDSI=0.8566387330276378, Elevation Range=984.0-1034.0}, {Mean_NDSI=0.8482736436332144, Elevation Range=1034.0-1084.0}, {Mean_NDSI=0.8231549499309169, Elevation Range=1084.0-1134.0}, {Mean_NDSI=0.8235807684452637, Elevation Range=1134.0-1184.0}, {Mean_NDSI=0.8163250527381897, Elevation Range=1184.0-1234.0}, {Mean_NDSI=0.8091954588890076, Elevation Range=1234.0-1284.0}, {Mean_NDSI=0.7990843994276864, Elevation Range=1284.0-1334.0}, {Mean_NDSI=0.7713374424184489, Elevation Range=1334.0-1384.0}, {Mean_NDSI=0.7766660908857982, Elevation Range=1384.0-1434.0}]",2020-06-03,NDSI,Week 23: Jun 03 – Jun 09,"{""type"":""MultiPoint"",""coordinates"":[]}"
