system:index,Bins,Date,Index_Type,Week_Label,.geo
11,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=-9999, Elevation Range=895.0-945.0}, {Mean_NDSI=-9999, Elevation Range=945.0-995.0}, {Mean_NDSI=-9999, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2020-03-18,NDSI,Week 12: Mar 18 – Mar 24,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,"[{Mean_NDSI=-9999, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=-9999, Elevation Range=745.0-795.0}, {Mean_NDSI=-9999, Elevation Range=795.0-845.0}, {Mean_NDSI=-9999, Elevation Range=845.0-895.0}, {Mean_NDSI=-9999, Elevation Range=895.0-945.0}, {Mean_NDSI=-9999, Elevation Range=945.0-995.0}, {Mean_NDSI=-9999, Elevation Range=995.0-1045.0}, {Mean_NDSI=-9999, Elevation Range=1045.0-1095.0}, {Mean_NDSI=-9999, Elevation Range=1095.0-1145.0}, {Mean_NDSI=-9999, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2020-03-25,NDSI,Week 13: Mar 25 – Mar 31,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,"[{Mean_NDSI=0.6696072220802307, Elevation Range=645.0-695.0}, {Mean_NDSI=-9999, Elevation Range=695.0-745.0}, {Mean_NDSI=0.7211114168167114, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8698075326050029, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8756030952488935, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8868829923517564, Elevation Range=895.0-945.0}, {Mean_NDSI=0.876076689472905, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8202292447042937, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.7362416131155831, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.7270520925521851, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.7270520925521851, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2020-04-01,NDSI,Week 14: Apr 01 – Apr 07,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,"[{Mean_NDSI=0.8068397984666339, Elevation Range=645.0-695.0}, {Mean_NDSI=0.7943912913670411, Elevation Range=695.0-745.0}, {Mean_NDSI=0.7136815190315247, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8702829830786761, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8762737976180183, Elevation Range=845.0-895.0}, {Mean_NDSI=0.887619698748869, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8783345354927911, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8226263322452507, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.7388315847941808, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.7297627925872803, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.7297627925872803, Elevation Range=1145.0-1195.0}, {Mean_NDSI=-9999, Elevation Range=1195.0-1245.0}, {Mean_NDSI=-9999, Elevation Range=1245.0-1295.0}, {Mean_NDSI=-9999, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2020-04-08,NDSI,Week 15: Apr 08 – Apr 14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,"[{Mean_NDSI=0.918546174378956, Elevation Range=645.0-695.0}, {Mean_NDSI=0.9080952349546794, Elevation Range=695.0-745.0}, {Mean_NDSI=0.8777254819869995, Elevation Range=745.0-795.0}, {Mean_NDSI=0.870352170046638, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8607455644607543, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8531318840695851, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8659100465904189, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8334930325454136, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.8310804259840143, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.8320610542702519, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.8625291368970469, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.8912625864590749, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.9009656885836986, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.8754804424497465, Elevation Range=1295.0-1345.0}, {Mean_NDSI=0.8751372784097619, Elevation Range=1345.0-1395.0}, {Mean_NDSI=0.8773524612188339, Elevation Range=1395.0-1445.0}]",2020-04-15,NDSI,Week 16: Apr 15 – Apr 21,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,"[{Mean_NDSI=0.9045557467376485, Elevation Range=645.0-695.0}, {Mean_NDSI=0.9009151458740234, Elevation Range=695.0-745.0}, {Mean_NDSI=0.7492982149124146, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8391494154930115, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8522607265941559, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8620898772817139, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8825371498153323, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8958011348235425, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.8891959523750563, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.8827702576303716, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.87833196804637, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.8773624673485756, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.8627036213874817, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.8627036213874817, Elevation Range=1295.0-1345.0}, {Mean_NDSI=-9999, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2020-04-22,NDSI,Week 17: Apr 22 – Apr 28,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,"[{Mean_NDSI=0.8908802963355008, Elevation Range=645.0-695.0}, {Mean_NDSI=0.8014432505286974, Elevation Range=695.0-745.0}, {Mean_NDSI=0.7888185136458453, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8481626320968975, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8597979367740692, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8657024302313813, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8784424694808753, Elevation Range=945.0-995.0}, {Mean_NDSI=0.894788712707918, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.8901277891425199, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.8856146828486369, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.8963241269154176, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.9236825047290489, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.9552107545045706, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.952138403164489, Elevation Range=1295.0-1345.0}, {Mean_NDSI=0.9488908052444458, Elevation Range=1345.0-1395.0}, {Mean_NDSI=-9999, Elevation Range=1395.0-1445.0}]",2020-04-29,NDSI,Week 18: Apr 29 – May 05,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,"[{Mean_NDSI=0.864544615149498, Elevation Range=645.0-695.0}, {Mean_NDSI=0.8590647238272208, Elevation Range=695.0-745.0}, {Mean_NDSI=0.8621537546316783, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8244107025010246, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8513242119834536, Elevation Range=845.0-895.0}, {Mean_NDSI=0.867019907848255, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8731929428399877, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8554009275138378, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.8436255090879499, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.8358710194306989, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.882428603989261, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.9053384179764605, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.9347067648278815, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.8651966036242598, Elevation Range=1295.0-1345.0}, {Mean_NDSI=0.823688009288162, Elevation Range=1345.0-1395.0}, {Mean_NDSI=0.8045094013214111, Elevation Range=1395.0-1445.0}]",2020-05-06,NDSI,Week 19: May 06 – May 12,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,"[{Mean_NDSI=0.8866834517787484, Elevation Range=645.0-695.0}, {Mean_NDSI=0.8706364044436702, Elevation Range=695.0-745.0}, {Mean_NDSI=0.8712710797786712, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8312530059899602, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8561067686599939, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8706649787522651, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8717747086540182, Elevation Range=945.0-995.0}, {Mean_NDSI=0.856273695285326, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.8480219085586262, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.8330013531835834, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.8392472626670958, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.8430393761955202, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.8395712131477264, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.850578292014481, Elevation Range=1295.0-1345.0}, {Mean_NDSI=0.8457521780784883, Elevation Range=1345.0-1395.0}, {Mean_NDSI=0.8365749269723892, Elevation Range=1395.0-1445.0}]",2020-05-13,NDSI,Week 20: May 13 – May 19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,"[{Mean_NDSI=0.8828025907278061, Elevation Range=645.0-695.0}, {Mean_NDSI=0.8749468913784734, Elevation Range=695.0-745.0}, {Mean_NDSI=0.8748731474081676, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8398507993136134, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8516661901863254, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8540336376911885, Elevation Range=895.0-945.0}, {Mean_NDSI=0.844584823922908, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8332563911454153, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.8327516114966754, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.8183677347760704, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.820367237499782, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.8159320284612477, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.7944717852466078, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.799014215460295, Elevation Range=1295.0-1345.0}, {Mean_NDSI=0.8313018880359867, Elevation Range=1345.0-1395.0}, {Mean_NDSI=0.8401680141687393, Elevation Range=1395.0-1445.0}]",2020-05-20,NDSI,Week 21: May 20 – May 26,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,"[{Mean_NDSI=0.8731945507666644, Elevation Range=645.0-695.0}, {Mean_NDSI=0.8719699749240168, Elevation Range=695.0-745.0}, {Mean_NDSI=0.8802706946929296, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8762551934822745, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8579036083774291, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8539037072658539, Elevation Range=895.0-945.0}, {Mean_NDSI=0.825986911391103, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8493301173660652, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.8857161793125768, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.8896866541946946, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.8886333346366883, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.8763619015614191, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.8786855665778341, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.8214947953820229, Elevation Range=1295.0-1345.0}, {Mean_NDSI=0.8228554499241733, Elevation Range=1345.0-1395.0}, {Mean_NDSI=0.8354531526565552, Elevation Range=1395.0-1445.0}]",2020-05-27,NDSI,Week 22: May 27 – Jun 02,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,"[{Mean_NDSI=0.8554455984884234, Elevation Range=645.0-695.0}, {Mean_NDSI=0.8644042169606244, Elevation Range=695.0-745.0}, {Mean_NDSI=0.8833985835313797, Elevation Range=745.0-795.0}, {Mean_NDSI=0.8721782850182574, Elevation Range=795.0-845.0}, {Mean_NDSI=0.8404144703686892, Elevation Range=845.0-895.0}, {Mean_NDSI=0.8402084809668521, Elevation Range=895.0-945.0}, {Mean_NDSI=0.8292843802495206, Elevation Range=945.0-995.0}, {Mean_NDSI=0.8521871379000603, Elevation Range=995.0-1045.0}, {Mean_NDSI=0.8904358303392088, Elevation Range=1045.0-1095.0}, {Mean_NDSI=0.8928138241996625, Elevation Range=1095.0-1145.0}, {Mean_NDSI=0.8882647298000477, Elevation Range=1145.0-1195.0}, {Mean_NDSI=0.8731238414843877, Elevation Range=1195.0-1245.0}, {Mean_NDSI=0.8744138674697413, Elevation Range=1245.0-1295.0}, {Mean_NDSI=0.8211331299195687, Elevation Range=1295.0-1345.0}, {Mean_NDSI=0.8238771086515382, Elevation Range=1345.0-1395.0}, {Mean_NDSI=0.8367722630500793, Elevation Range=1395.0-1445.0}]",2020-06-03,NDSI,Week 23: Jun 03 – Jun 09,"{""type"":""MultiPoint"",""coordinates"":[]}"
